DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
10600	__label2__	5	N	Video DVD	B00M552Q0K	Michael Nyman: Make it Louder, Please! [Blu-ray]	Michael Nyman pays tribute to Handel in is own inimitable way PLUS a 50 minute documentary on Nyman himself	Michael Nyman pays tribute to Handel in is own inimitable way PLUS a 50 minute documentary on Nyman himself<br /><br />For some reason, music stores and concert programs file British composer Michael Nyman under “Classical Music”. I find this interesting because that’s not really what Nyman’s music is about. First off, he is most well-known for the film score for “The Piano” and wrote film scores for some Peter Greenaway films. (So, is John Williams a “classical composer”?<br /><br />Next is the fact that most recordings of his music are by the Michael Nyman BAND (not Michael Nyman Orchestra!). And look at the instruments he uses: French horn, electric guitar, drum, and only two or three string players.  And most of his “pieces are short, lasting from two to 5 minutes.  Yes he does write repetitive rhythms like Phillip Glass but Nyman’s work is fast and he “borrows” tunes to insert in his pieces. While I like Phillip Glass and John Adams, I LOVE Nyman’s work.<br /><br />This wonderful Bluray disc contains the 2009 concert held in the German label Arthaus’s intimate concert hall. The occasion was the premiere of Nyman’s tribute to the work of Handel: I piece titled “Musicologist Scorse”. At 21:31 it is the only one of the 16 pieces in this 89 minute concert. The others are some of Nyman’s “hits” (but not “The Piano” and a few that are new (or were in 2010). The camera work is superb!  As a bonus – for those not familiar with the composer – is a 52-minute film “Michael Nyman – Composer in Progress” from 2009. This film has been available on another DVD from Arthaus, but it’s nice to have it here as a bonus.<br /><br />If you are a Nyman fan like me, you’ll want to see this BD. If you are new to Nyman and have a short attention span to instrumental works, this is a great start since you can watch the “portrait” first and then the concert.<br />The BD comes with a 20-page booklet of photos and an essay in English, French and German.<br /><br />I hope you found this review both informative and helpful.<br /><br />Steve Ramm<br />“Anything Phonographic”
10601	__label2__	5	Y	Jewelry	B009YI9NZM	Mariana "Romance" Antique Silver Plated Swarovski Crystal Tennis Bracelet, 7.5"	Very nice	Bought this as a Christmas Gift and I although I know nothing about jewelry the recipient was thrilled with it...  so mission accomplished.
10602	__label2__	5	Y	Outdoors	B004YVQ2T4	Coleman 40 Percent DEET Insect Repellent Twin Pack, 40%, 6 Ounce Aerosol	Good stuff and it works	We have problems with West Nile so having good repellent is highly important in our area.  This stuff works great, spraying it on keeps all bugs away for some time and was exactly what we were looking for while gardening.
10603	__label2__	3	N	Video Games	B006PP41Q8	PlayStation Vita Travel Pouch	Great if it's on sale.	Coming it at nearly twice the thickness of the PS Vita itself, Sony probably means "put it in your luggage" when they say "travel pouch". It's padded reasonably well for being transported in luggage, a laptop bag, etc., but I'm not sure I'd want it to be a standalone case.<br /><br />I hadn't seen this in person before ordering, so I was a little surprised by how soft the case is -- not only in feel, but construction. It just isn't going to stand up to too much.<br /><br />The interior divider does a great job of holding games, but isn't stitched all the way through, so there's some risk of hard objects one one side scratching the other side, if the divider shifts too much. Similarly, I definitely wouldn't want to use this for carrying around much more than a USB cable, cleaning cloth, and some games. Fitting the AC adapter and power cord in the pouch is possible, I guess, but I'd be really concerned about the plug scratching my Vita.<br /><br />Amazon usually has this for almost half off MSRP, which is a very nice deal. At full price though, I can't say I'd recommend this.
10604	__label2__	4	N	Watches	B0021AEDSM	Bulova Men's 98D109 Diamond-Accented Black Stainless Steel Watch	Diamond Quartz	When it has came down to what Bulova has made with watches over the years, it has been sophistication to innovation with their latest watches, the Percisionist line. But they have never stopped letting go what made them a great watch company for over 100 years, class and diversity. That shows well in this luxurious diamond piece. It is easy to setup diamond-studed quartz piece, that sets up nicely and fits well around the wrist. It also is very easy to read and understand the time. The one thing I really didn't like about the piece is that it has both a 24 hr. subdial and a vertex with the A.M./P.M. indicator, where it could've shown the day of the week as well, where the hour glimpse is done once too much. But you firmly get a great watch for its money well, and I recommend this piece from Bulova for any man who wants the bling for their bucks.<br /><br />Price: B-<br /><br />Setup & Comfort: B<br /><br />Overall: B 1/2-
10605	__label2__	5	Y	Pet Products	B000HHM18K	Ethical Mediterranean Double Diner, 1-Pint	Excellent double food or water dish.	This is a nice double container set for your cats or small dog.  I use it for water, but, of course, you can put food in one and water in the other, or visa verse.  Stainless steel bowls are easy to keep clean, too.
10606	__label2__	5	Y	Automotive	B0042FTTMY	Putco Red 921 Type 360-Degree High Intensity LED Premium Replacement Bulb - Single Bulb	waiting...	I meant to get the white ones, they're like &#34;daylight&#34; bulbs. Eventually I'll replace the high mount brake light with this particular bulb. It's quite bright and I think it will do fine.
10607	__label2__	5	N	PC	B00W77CIZ4	PNY U3 Turbo Performance 32GB High Speed MicroSDHC Class 10 UHS-I, up to 90MB/sec Flash Card (P-SDU32GU390G-GE)	Works well in my Sony camera and for transferring images onto my computer	I am happy with this card.  It works well in my Sony NEX 5t camera.  I use an adapter so this card can work in both my camera and USB 3.0 adapter.  I am able to use the burst shot mode with my camera without an issue.  Slower cards don't let me take as many pictures in quick sequence.  I also have a Samsung EVO class card.  Its speed ratings are slower than this card, but for my purposes I can't tell the difference in speed (both cards are fast enough for my camera).  The Samsung is slightly cheaper and comes with an adapter.  I recommend it over this card because of the price difference unless you need the extra speed this card offers.
10608	__label2__	3	N	PC	B00N2VIALK	AmazonBasics RJ45 Cat-6 Ethernet Patch Cable - 10 Feet (3 Meters)	wrong size was shipped! 3 FEET, not 3 meters!	I was shipped a cable that was 3 FEET long, NOT 3 meters.  Otherwise, it works fine from what I can tell.
10609	__label2__	5	N	Beauty	B0098JU8YW	Pantene Pro-V Expert Collection Advanced Keratin Repair Conditioner 8.4 Fl Oz	Great condtioner	Pantene always has good products. I'm in my early 30s, and I don't dye or heat-treat my hair, so I can't tell if this conditioner improves my hair, but it does make it feel soft =)
